title,price,fridge_price,rating,fridge_ratings,fridge_reviews,description,discount
Electrolux 680 L Frost Free Multi-Door Convertible Refrigerator  with Inverter with TwinTech Cooling S...,"₹1,72,990","1,72,990",N/A,#VALUE!,#VALUE!,Inverter1 Year Standard Warranty on Product and 9 Years Additional Warranty on Compressor (Refrigerant or Gas is Chargeable),45% off
Godrej 192 L Direct Cool Single Door 3 Star Refrigerator,"₹16,013","16,013",N/A,#VALUE!,#VALUE!,ReciprocatingBuilt-in Stabilizer10 Years Compressor Warranty; 1 Year Comprehensive Warranty.,25% off
Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,"₹15,990","15,990",N/A,#VALUE!,#VALUE!,"Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 10 Years Warranty on Compressor",18% off
Lloyd by Havells 178 L Direct Cool Single Door 3 Star Refrigerator,"₹14,985","14,985","5,255 Ratings & 488 Reviews","5,255",�488 ,Fixed speedBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,23% off
Haier 240 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹24,900","24,900",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,32% off
SAMSUNG 322 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹35,490","35,490",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Whirlpool 259 L Frost Free Double Door 2 Star Refrigerator  with Glass Door,"₹31,490","31,490",653 Ratings & 61 Reviews,653,�61 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive on the Product and 10 Years on the Compressor from Whirlpool,1% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹16,299","16,299",N/A,#VALUE!,#VALUE!,"NormalBuilt-in Stabilizer1 Year on product, 10 years on compressor",28% off
Whirlpool 327 L Frost Free Double Door 3 Star Convertible Refrigerator  with 3 Star Convertible,"₹35,990","35,990",671 Ratings & 54 Reviews,671,�54 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product And 9 Years Warranty on Compressor,31% off
Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator,"₹15,990","15,990","8,203 Ratings & 836 Reviews","8,203",�836 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,17% off
Whirlpool 235 L Frost Free Double Door 3 Star Convertible Refrigerator  with 10-in-1 Convertible Modes,"₹26,990","26,990",671 Ratings & 54 Reviews,671,�54 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Liebherr 472 L Frost Free Double Door Top Mount 2 Star Refrigerator,"₹52,690","52,690",11 Ratings & 1 Reviews,11,�1 ,Nextgen 8 Step Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product  and 10 Years on Compressor,21% off
Whirlpool 231 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹27,780","27,780",9 Ratings & 1 Reviews,9,�1 ,Digital InverterBuilt-in Stabilizer1 year Comprehensive + 9 years on Compressor,25% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹16,650","16,650","8,203 Ratings & 836 Reviews","8,203",�836 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,20% off
BOSCH 364 L Frost Free Triple Door Refrigerator,"₹48,900","48,900",24 Ratings & 0 Reviews,24,�0 ,VarioInverter1 Year on Product,28% off
Liebherr 240 L Frost Free Double Door 2 Star Refrigerator,"₹24,490","24,490",5 Ratings & 1 Reviews,5,�1 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",34% off
IFB 197 L Direct Cool Single Door 3 Star Refrigerator,"₹16,590","16,590",N/A,#VALUE!,#VALUE!,Non Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years  Warranty on Compressor,18% off
Whirlpool 200 L Direct Cool Single Door 2 Star Refrigerator,"₹15,890","15,890",5 Ratings & 0 Reviews,5,�0 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,14% off
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹17,990","17,990",334 Ratings & 30 Reviews,334,�30 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,20% off
Haier 240 L Frost Free Double Door 2 Star Refrigerator,"₹20,990","20,990","3,216 Ratings & 299 Reviews","3,216",�299 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,30% off
Whirlpool 260 L Frost Free Triple Door Refrigerator,"₹28,490","28,490","36,926 Ratings & 4,083 Reviews","36,926","�4,083 ",Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,12% off
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,"₹17,090","17,090","4,151 Ratings & 423 Reviews","4,151",�423 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,11% off
Lloyd 280 L Frost Free Double Door 2 Star Refrigerator,"₹32,490","32,490",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and Additional 9 Years Warranty on Compressor,31% off
Liebherr 191 L Direct Cool Single Door 4 Star Refrigerator,"₹16,290","16,290",152 Ratings & 19 Reviews,152,�19 ,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,32% off
LG 475 L Frost Free Double Door 1 Star Refrigerator,"₹64,900","64,900",N/A,#VALUE!,#VALUE!,Smart InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,20% off
Voltas Beko by A Tata Product 340 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,"₹33,490","33,490",179 Ratings & 20 Reviews,179,�20 ,Pro Smart Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor,23% off
Voltas Beko by A Tata Product 185 L Direct Cool Single Door 3 Star Refrigerator,"₹15,950","15,950",N/A,#VALUE!,#VALUE!,Reciprocating CompressorBuilt-in Stabilizer2 year comprehensive + additional 08 year on compressor,41% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Auto Defrost,"₹16,590","16,590",6 Ratings & 0 Reviews,6,�0 ,"ReciprocatingBuilt-in Stabilizer1 Year on product, 10 years on compressor",17% off
Godrej 253 L Frost Free Double Door Top Mount 2 Star Refrigerator,"₹24,200","24,200",4 Ratings & 1 Reviews,4,�1 ,Inverter1 Year on Product,24% off
Godrej 221 L Direct Cool Single Door 3 Star Refrigerator,"₹17,790","17,790",185 Ratings & 15 Reviews,185,�15 ,Intelligent Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor,26% off
SAMSUNG 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter,"₹17,990","17,990","8,800 Ratings & 605 Reviews","8,800",�605 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",18% off
Haier 185 L Direct Cool Single Door 2 Star Refrigerator  with Glass DoorDEFT TechnologyLarge Vegetable...,"₹16,499","16,499","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,19% off
Liebherr 350 L Frost Free Double Door Top Mount 2 Star Refrigerator,"₹47,690","47,690",14 Ratings & 3 Reviews,14,�3 ,Nextgen 8 Step Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product  and 10 Years on Compressor,25% off
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator,"₹17,890","17,890","1,061 Ratings & 98 Reviews","1,061",�98 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor from Whirlpool,15% off
Whirlpool 260 L Frost Free Triple Door Refrigerator,"₹28,999","28,999",192 Ratings & 30 Reviews,192,�30 ,Normal CompressorBuilt-in Stabilizer1 Year on the Product and 10 Years on the Compressor From Whirlpool,25% off
Haier 345 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹36,990","36,990",28 Ratings & 1 Reviews,28,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
SAMSUNG 183 L Direct Cool Single Door 3 Star Refrigerator,"₹16,900","16,900",4 Ratings & 0 Reviews,4,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,15% off
Haier 328 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with Convertible 14-in-1...,"₹33,990","33,990","2,177 Ratings & 205 Reviews","2,177",�205 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor and Fan Motor,35% off
Whirlpool 312 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹63,999","63,999",38 Ratings & 4 Reviews,38,�4 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,N/A
SAMSUNG 183 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer  with Digital Inverter,"₹17,499","17,499","2,107 Ratings & 165 Reviews","2,107",�165 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",12% off
Godrej 240 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹18,990","18,990",995 Ratings & 109 Reviews,995,�109 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from Godrej,24% off
"SAMSUNG 291 L Frost Free Double Door 2 Star Convertible Refrigerator  with Curd Maestro, Convertible 5...","₹31,990","31,990",979 Ratings & 69 Reviews,979,�69 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,36% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,"₹15,990","15,990",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Years Manufacturer Warranty,20% off
Haier 190 L Direct Cool Single Door 3 Star Refrigerator,"₹16,018","16,018",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor,33% off
Godrej 253 L Frost Free Double Door 2 Star Refrigerator,"₹24,599","24,599","9,000 Ratings & 881 Reviews","9,000",�881 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,25% off
Whirlpool 192 L Direct Cool Single Door 2 Star Refrigerator,"₹15,490","15,490",7 Ratings & 0 Reviews,7,�0 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirpool,32% off
Whirlpool 185 L Direct Cool Single Door 1 Star Refrigerator,"₹12,670","12,670",12 Ratings & 2 Reviews,12,�2 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirpool,20% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹13,990","13,990",74 Ratings & 7 Reviews,74,�7 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool,20% off
Panasonic 260 L Frost Free Double Door 3 Star Refrigerator,"₹31,280","31,280",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 10 years on compressor by the brand.",14% off
Midea 661 L Frost Free Side by Side Refrigerator,"₹71,990","71,990",11 Ratings & 3 Reviews,11,�3 ,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Midea,37% off
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,"₹14,790","14,790",936 Ratings & 62 Reviews,936,�62 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,17% off
Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator,"₹16,299","16,299",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor,8% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹16,590","16,590","5,978 Ratings & 435 Reviews","5,978",�435 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,19% off
Lloyd 188 L Direct Cool Single Door 1 Star Refrigerator,"₹14,399","14,399",N/A,#VALUE!,#VALUE!,"Normal CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 10 years on compressor by the brand.",15% off
Godrej 253 L Frost Free Double Door 2 Star Refrigerator,"₹23,353","23,353",5 Ratings & 0 Reviews,5,�0 ,Inverter Compressor1 Year Comprehensive Warranty and 10 Years Compressor Warranty,29% off
"LG 240 L Frost Free Double Door 2 Star Convertible Refrigerator  with Inverter Compressor, Express Fre...","₹34,299","34,299",8 Ratings & 1 Reviews,8,�1 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from LG,3% off
Voltas Beko by A Tata Product 173 L Direct Cool Single Door 2 Star Refrigerator,"₹22,999","22,999","4,007 Ratings & 258 Reviews","4,007",�258 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,N/A
Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹19,776","19,776",75 Ratings & 10 Reviews,75,�10 ,Inverter Compressor1 Years Manufacturer Warranty on Product and 10 Years Warranty on Compressor,26% off
Whirlpool 235 L Frost Free Double Door 2 Star Refrigerator,"₹24,990","24,990",105 Ratings & 6 Reviews,105,�6 ,Digital InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,6% off
Voltas Beko by A Tata Product 340 L Frost Free Double Door 2 Star Refrigerator,"₹29,890","29,890",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Compressor,32% off
Whirlpool 677 L Frost Free Multi-Door Inverter Technology Star Refrigerator,"₹99,500","99,500",5 Ratings & 1 Reviews,5,�1 ,Intellisense Inverter1 Year on Product and 10 Years on Compressor From Whirlpool,27% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹16,850","16,850",403 Ratings & 42 Reviews,403,�42 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,18% off
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,"₹16,090","16,090","8,876 Ratings & 998 Reviews","8,876",�998 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,27% off
Godrej 234 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Energy Efficient Inver...,"₹18,990","18,990","3,578 Ratings & 314 Reviews","3,578",�314 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years on Motor,20% off
Godrej 221 L Direct Cool Single Door 3 Star Refrigerator,"₹17,790","17,790",185 Ratings & 15 Reviews,185,�15 ,Intelligent Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor,26% off
SAMSUNG 183 L Direct Cool Single Door 3 Star Refrigerator,"₹15,700","15,700",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21% off
Godrej 192 L Direct Cool Single Door 3 Star Refrigerator,"₹18,490","18,490",46 Ratings & 4 Reviews,46,�4 ,"Fixed Speed Compressor1 Year Comprehensive Warrantyon Product, 10 Year Warranty on Compressor",21% off
Galanz 485 L Frost Free Multi-Door Refrigerator,"₹42,990","42,990",18 Ratings & 4 Reviews,18,�4 ,Reciprocating Compressor1 Year Comprehensive on Product and 5 Years on Compressor fro Galanz,46% off
Godrej 210 L Frost Free Double Door 2 Star Refrigerator,"₹21,999","21,999","9,000 Ratings & 881 Reviews","9,000",�881 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,22% off
