title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"DIGISMART 15 L Storage Water Geyser (5 STAR, IVORY)","₹3,399","3,399",515 Ratings & 205 Reviews,515,�205 ,Storage Geyser15 L1 Year domestic and International Warranty,51% off
"BAJAJ 15 L Storage Water Geyser (CALDIA Water Geyser, White)","₹6,499","6,499",116 Ratings & 11 Reviews,116,�11 ,Storage Geyser15 L2 Year Manufacturer Warranty,34% off
"V-Guard 3 L Instant Water Geyser (Zio, White)","₹2,599","2,599","11,691 Ratings & 918 Reviews","11,691",�918 ,Instant Geyser3 L2 Year (Product Warranty) & 5 Year (Inner Tank Warranty),40% off
"HAVELLS 15 L Storage Water Geyser (Monza Slim HR, White)","₹10,030","10,030",48 Ratings & 5 Reviews,48,�5 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element and 2 Years Comprehensive Warranty",24% off
"BAJAJ 15 L Storage Water Geyser (Maestro, White & Beige)","₹8,199","8,199",10 Ratings & 0 Reviews,10,�0 ,"Storage Geyser15 L2 years on product and 10 years on inner tank, 3 years om Element",54% off
"Racold 6 L Storage Water Geyser (ALTRO i+ dn 6v 3kw, White)","₹6,888","6,888",N/A,#VALUE!,#VALUE!,"Storage Geyser6 L2 years on product, 2 years on heating element, 5 years on tank",39% off
"HAVELLS 3 L Instant Water Geyser (Instanio 3L, Color Changing LED Indicator, ISI Mark, With Installati...","₹3,679","3,679",3 Ratings & 0 Reviews,3,�0 ,"Instant Geyser3 L5 year warranty on Inner Container, 2 year comprehensive Warranty",36% off
"Kenstar 5.9 L Instant Water Geyser (Radix 5.9 L, White & Green)","₹2,999","2,999","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser5.9 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",64% off
"Haier 25 L Storage Water Geyser (ES 25 VL, White)","₹8,390","8,390",N/A,#VALUE!,#VALUE!,Storage Geyser25 L3 YEARS FULL PRODUCT WARRANTY AND 7 YEARS TANK WARRANTY,30% off
"Racold 3 L Instant Water Geyser (Pronto Stylo SS 3V 3KW, White)","₹3,199","3,199","5,504 Ratings & 658 Reviews","5,504",�658 ,"Instant Geyser3 L2 Years on Product, 2 Years on Heating Element and 5 Years on Tank",35% off
"ACTIVA 25 L Storage Water Geyser (Aurona, WHITE AND GRAY)","₹3,899","3,899",599 Ratings & 269 Reviews,599,�269 ,"Storage Geyser25 L5 Year Warranty On Inner Tank, 1 Year On electric Components",47% off
"V-Guard 6 L Gas Water Geyser (Water Geyser (SAFE-FLOW PRIME, White), White)","₹5,699","5,699","1,546 Ratings & 197 Reviews","1,546",�197 ,Gas Geyser6 L2 Year Manufacturer Warranty,15% off
"Haier 15 L Storage Water Geyser Shock Proof RSC & TTS Technology (ES15V-VL-F, White)","₹6,869","6,869",90 Ratings & 6 Reviews,90,�6 ,Storage Geyser15 L4 YEAR COMPLETE AND 7 YEAR INNER TANK,23% off
Flipkart SmartBuy 25 L Storage Water Geyser BEE 4 Star Rated with Free Installation pipes and Kit (Cla...,"₹3,899","3,899",631 Ratings & 56 Reviews,631,�56 ,"Storage Geyser25 L5 Years Warranty on Tank, 2 Years Comprehensive Warranty on Product",53% off
"Haier 3 L Instant Water Geyser Fast Heating 8 Bar Pressure Glass Lined Tank (EI3V-C1(I)-P, Ivory)","₹3,950","3,950",431 Ratings & 45 Reviews,431,�45 ,Instant Geyser3 L3 year on Entire Product Components & 5 Year on Tank,8% off
"HAVELLS 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Troica, White Grey)","₹9,899","9,899",159 Ratings & 14 Reviews,159,�14 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",29% off
"Crompton 25 L Storage Water Geyser (Solarium CLX 25 Ltr Glasslined With Free Installation & Pipes, Whi...","₹8,425","8,425","13,062 Ratings & 1,414 Reviews","13,062","�1,414 ","Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",40% off
"Hindware 3 L Instant Water Geyser (Immedio, Multicolor)","₹2,399","2,399","1,172 Ratings & 92 Reviews","1,172",�92 ,Instant Geyser3 L2 YEAR,52% off
"USHA 15 L Storage Water Geyser (Aquerra, White, Black)","₹9,580","9,580",318 Ratings & 24 Reviews,318,�24 ,"Storage Geyser15 L2 Years on Product, 3 Years on Heating Element and 8 Years on Tank",25% off
"HAVELLS 25 L Storage Water Geyser (bianca 25, White, Blue)","₹12,380","12,380",42 Ratings & 5 Reviews,42,�5 ,Storage Geyser25 L4 years on heating element and 7 years on tank,35% off
"Stardom 15 L Storage Water Geyser (HOTMAT SERIES WITH INLET OUTLET PIPE AND ASSEMBLY KIT, White, Grey)","₹3,249","3,249",256 Ratings & 107 Reviews,256,�107 ,Storage Geyser15 L1 year manufacture warranty on geyser and 5 years on inner tank,52% off
"BAJAJ 15 L Storage Water Geyser (Shield Series Reflecta, Steel Finish PCM & Black)","₹7,199","7,199",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L10 years warranty on tank, 6 years warranty on element and 4 years warranty on product",51% off
"Jaquar 3 L Instant Water Geyser (3L 3 Kilo Watt Instant Water Heater (White), White)","₹3,190","3,190",N/A,#VALUE!,#VALUE!,Instant Geyser3 L2 YEAR ON PRODUCT & 7 YEAR TANK,29% off
"HAVELLS 15 L Storage Water Geyser (Fabia, White, Blue)","₹8,799","8,799",21 Ratings & 1 Reviews,21,�1 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",44% off
"Crompton 10 L Storage Water Geyser (CROMPTON 10 L Storage Water Geyser, White)","₹5,199","5,199","24,236 Ratings & 1,555 Reviews","24,236","�1,555 ",Storage Geyser10 L5 Years Domestic Warranty on Tank and 2 Years Domestic Warranty on the Product from the Date of Purchase,43% off
"Kenstar 25 L Storage Water Geyser (QUANTUM, WHITE & ORANGE)","₹6,199","6,199","1,879 Ratings & 184 Reviews","1,879",�184 ,"Storage Geyser25 L2 Years Comprehensive Warranty. 7 Years on Tank, 2 Years on Heating Element, 2 Years on Product Warranty",63% off
"USHA 25 L Storage Water Geyser (Aquerra, White, Black)","₹9,650","9,650",318 Ratings & 24 Reviews,318,�24 ,"Storage Geyser25 L2 Years on Product, 3 Years on Heating Element and 8 Years on Tank",29% off
"Venus 15 L Storage Water Geyser (Audra 15AH, Horizontal Water Heater, BEE Star Rating - 4,ISI ,Free Fl...","₹6,736","6,736",63 Ratings & 8 Reviews,63,�8 ,"Storage Geyser15 L7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",32% off
"Racold 6 L Gas Water Geyser (Racold 6L LPG ODS-ECO+ LED 2021 Gas water heater, White)","₹6,399","6,399",44 Ratings & 6 Reviews,44,�6 ,Gas Geyser6 LOnsite service,21% off
"Kenstar 25 L Storage Water Geyser (ZEN 25 L, White & Grey)","₹6,490","6,490",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",53% off
"Hindware 10 L Storage Water Geyser (Xceed, White)","₹4,999","4,999",17 Ratings & 0 Reviews,17,�0 ,"Storage Geyser10 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",49% off
"Amplesta 25 L Storage Water Geyser (5 Star Powerflow 25L with connection Pipes and Plug, White)","₹4,999","4,999",817 Ratings & 123 Reviews,817,�123 ,"Storage Geyser25 L5 Years on Tank, 2 Years on Heating Element and 2 Years on Product",54% off
"HAVELLS 15 L Storage Water Geyser (GHWBORSWH015, White)","₹12,999","12,999",25 Ratings & 2 Reviews,25,�2 ,Storage Geyser15 L4 YEAR ELEMENT,31% off
"HAVELLS 3 L Instant Water Geyser (OPAL 3 L, White)","₹3,499","3,499",9 Ratings & 0 Reviews,9,�0 ,"Instant Geyser3 L5 YEAR ON INNER CONTAINER , 2 YEAR COMPREHENSIVE WARRUNTY",36% off
"MinMAX 1 L Instant Water Geyser (Portable 5 star, White, Red)","₹1,049","1,049",725 Ratings & 127 Reviews,725,�127 ,Instant Geyser1 L12 months brand warranty + 3Months extended warranty to get it registered you have register it with brand within 15 day (coustomer care +91 9625151748),73% off
Bajya 1 L Instant Water Geyser (1 L Instant Water Geyser (1 L Instant Portable Water Geyser||Instant H...,₹910,910,"2,357 Ratings & 163 Reviews","2,357",�163 ,Instant Geyser1 L1 Year Warranty Heating Element & Thermostat & 6 Month Warranty on Product,69% off
Symphony 25 L Storage Water Geyser Hair Fall Control Geyser | PUROPOD: 9-Layer Advanced Water Filtrati...,"₹14,191","14,191",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",43% off
"Venus 10 L Storage Water Geyser (Audra 10AV, White)","₹6,276","6,276",87 Ratings & 4 Reviews,87,�4 ,"Storage Geyser10 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",32% off
"BAJAJ 3 L Instant Water Geyser (FLORA, White)","₹4,199","4,199",N/A,#VALUE!,#VALUE!,Instant Geyser3 L2 years on Product; 3 years on Heating Element; 5 years on Tank,31% off
"BAJAJ 25 L Storage Water Geyser (Bajaj Shield Series Immorto Storage Water Heater, 25L, Blue & White)","₹8,299","8,299",3 Ratings & 0 Reviews,3,�0 ,"Storage Geyser25 LWarranty on product 4 years , on heating element 6 years & Inner Tank 10 Years",47% off
"Kenstar 10 L Storage Water Geyser (ZEN 10 L, White & Grey)","₹4,990","4,990",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",50% off
"BAJAJ 3 L Instant Water Geyser (AQUAQUICK, White & Blue)","₹2,849","2,849",N/A,#VALUE!,#VALUE!,Instant Geyser3 L2 Year Warranty on Product & 3 Year Warranty on Heating Element & 5 Year Warranty on Inner Tank,45% off
"Crompton 25 L Storage Water Geyser (Amica 25 L With 7 Years Warranty On Tank, Black, White)","₹6,570","6,570","13,062 Ratings & 1,414 Reviews","13,062","�1,414 ","Storage Geyser25 LTank: 7 years, Heating Element: 2 years, Product: 2 years",42% off
"OMEN 6 L Gas Water Geyser (Elegant 6Ltr Gas Water Geyser, White)","₹3,016","3,016",20 Ratings & 0 Reviews,20,�0 ,Gas Geyser6 LCOMPANY WARRANTY 7876777444,37% off
"Relaxo 10 L Instant Water Geyser (Fiesta Pro Automatic Auto-Cut Off with Free Installation Kit, Ivory)","₹2,899","2,899",555 Ratings & 47 Reviews,555,�47 ,Instant Geyser10 L24 Months  Limited Domestic Warranty,59% off
"Yalli sun 1.5 L Instant Water Geyser (smart, Red)","₹1,790","1,790","1,358 Ratings & 117 Reviews","1,358",�117 ,Instant Geyser1.5 L2 year  warranty,33% off
"Venus 15 L Storage Water Geyser (15AV Audra Storage Water Heater, White)","₹6,595","6,595",190 Ratings & 15 Reviews,190,�15 ,"Storage Geyser15 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",33% off
"Longway 10 L Storage Water Geyser (Superb, Ivory)","₹2,699","2,699","12,424 Ratings & 5,453 Reviews","12,424","�5,453 ",Storage Geyser10 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,59% off
"V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine DG 25L, Grape Red...","₹11,599","11,599",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",40% off
"Hindware 5 L Instant Water Geyser (Immedio PACK OF 1, White)","₹2,799","2,799",6 Ratings & 0 Reviews,6,�0 ,"Instant Geyser5 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",64% off
"HAVELLS 25 L Storage Water Geyser (Adonia I, Ivory)","₹15,200","15,200",15 Ratings & 4 Reviews,15,�4 ,"Storage Geyser25 L2 Years Comprehensive Warranty on Product, 7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element",40% off
"Crompton 15 L Storage Water Geyser (Classic 15 Ltr, White)","₹6,789","6,789","24,236 Ratings & 1,555 Reviews","24,236","�1,555 ","Storage Geyser15 LTank: 5 years, Heating Element: 2 years, Product: 2 years",32% off
"HAVELLS 10 L Storage Water Geyser with Flexi Pipe and Free Installation (Troica, White Grey)","₹7,399","7,399",159 Ratings & 14 Reviews,159,�14 ,"Storage Geyser10 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",29% off
"HAVELLS 25 L Storage Water Geyser (Monza DX 25 L, White)","₹10,574","10,574","1,149 Ratings & 140 Reviews","1,149",�140 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",36% off
V-Guard 25 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine Plus 25 Litre wit...,"₹10,399","10,399",242 Ratings & 29 Reviews,242,�29 ,"Storage Geyser25 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",31% off
"ACTIVA 1 L Instant Water Geyser (5 star Premium, White)","₹1,499","1,499",145 Ratings & 63 Reviews,145,�63 ,Instant Geyser1 L1 YEAR WARRANTY ON COMPONENTS AND 5 YEAR WARRANTY ON GEYSER INNER TANK,49% off
"Crompton 10 L Storage Water Geyser (Water Geyser 01, Grey)","₹6,049","6,049",90 Ratings & 14 Reviews,90,�14 ,Storage Geyser10 L7 years warranty on inner tank 2 years comprehensive,43% off
"Crompton 6 L Storage Water Geyser (Solarium Care, White)","₹7,549","7,549",3 Ratings & 1 Reviews,3,�1 ,"Storage Geyser6 L7 Years Inner Tank, 3 Years Element, 2 Years Product",34% off
"Racold 3 L Instant Water Geyser (SVELTO 3V 3KW, Purple)","₹2,899","2,899","5,504 Ratings & 658 Reviews","5,504",�658 ,"Instant Geyser3 L2 Years on Product, 2 Years on Heating Element and 5 Years on Tank",52% off
"Relaxo 5 L Instant Water Geyser (3000 W Fiesta, Best for Bathroom, Kitchen & Shops, Ivory)","₹2,249","2,249",12 Ratings & 2 Reviews,12,�2 ,Instant Geyser5 L24 Months Limited Domestic Warranty on Product & 24 on Geyser Tank,63% off
Crompton 10 L Storage Water Geyser (Versa ASWH-3510 Powerful Heating Rust Proof Plastic Body White & M...,"₹7,499","7,499",3 Ratings & 0 Reviews,3,�0 ,"Storage Geyser10 LTank: 5 years, Heating Element: 2 years, Product: 2 years",25% off
"Hindware Smart Appliances 25 L Storage Water Geyser (SWH 30 M PW / SWH 25 2 M PW, White)","₹8,383","8,383",296 Ratings & 42 Reviews,296,�42 ,"Storage Geyser25 L24 months overall warranty, 7 years on tank and 24 months on heating element",18% off
"Crompton 15 L Storage Water Geyser (Versa Hz RHS, White)","₹8,250","8,250",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element and 2 Years Warranty on Product",36% off
"Blowhot 6 L Gas Water Geyser (Auto CUT-OFF LPG Gas Water Heater Geyser Instant Warm Water Flow, ISI Ma...","₹5,990","5,990",513 Ratings & 59 Reviews,513,�59 ,Gas Geyser6 L1 Year General Warranty & 2 Years Warranty On Heat Exchanger.,25% off
"HAVELLS 6 L Storage Water Geyser (INSTANIO, White Mustard)","₹7,890","7,890","19,316 Ratings & 1,952 Reviews","19,316","�1,952 ","Storage Geyser6 L5 Years Warranty on Inner Container, 2 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",12% off
"Crompton 6 L Storage Water Geyser (Rapid Jet Plus, White)","₹6,789","6,789",15 Ratings & 1 Reviews,15,�1 ,"Storage Geyser6 L2 Years Warranty on Product, 5 Years on Tank and 5 Years on Heating Element",24% off
"Polycab 25 L Storage Water Geyser (Superia 5 Star | Glasslined Coated Tank | Free Installation, Grey)","₹7,699","7,699",54 Ratings & 8 Reviews,54,�8 ,Storage Geyser25 L2 Year Warranty,44% off
Hindware Smart Appliances 10 L Storage Water Geyser (Instanio 1 liter water heater-with 2 flexible pip...,"₹7,599","7,599","1,754 Ratings & 250 Reviews","1,754",�250 ,"Storage Geyser10 L7 Years on Tank, 4 Years on Heating Element and 2 Years Comprehensive",26% off
"HAVELLS 25 L Storage Water Geyser (Monza Slim HR, White)","₹10,970","10,970",48 Ratings & 5 Reviews,48,�5 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",31% off
"HAVELLS 3 L Instant Water Geyser (HAVELLS 3 L Instant Water Geyser, White Blue)","₹2,799","2,799","9,837 Ratings & 728 Reviews","9,837",�728 ,"Instant Geyser3 L2 Years Comprehensive Warranty, 5 Years Warranty on Inner Container and 2 Years Warranty on Heating Element",41% off
"CG 10 L Storage Water Geyser (CG Magnamix 10L, White)","₹4,999","4,999",316 Ratings & 38 Reviews,316,�38 ,Storage Geyser10 L5 Year Inner Tank Warranty 2 Year Product Warranty,52% off
"Crompton 15 L Storage Water Geyser (Arno Supremus 15 L With Glasslined Technology, IVORY)","₹6,449","6,449",154 Ratings & 11 Reviews,154,�11 ,"Storage Geyser15 LTank: 5 years, Heating Element: 2 years, Product: 2 years",38% off
"STANDARD 15 L Storage Water Geyser (Amazer, White Blue)","₹5,999","5,999",61 Ratings & 6 Reviews,61,�6 ,Storage Geyser15 L7 years on tank and 2 years on product,42% off
"HAVELLS 10 L Storage Water Geyser (havells, White)","₹8,199","8,199","1,149 Ratings & 140 Reviews","1,149",�140 ,"Storage Geyser10 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",17% off
"HAVELLS 25 L Storage Water Geyser (ADONIA I, Gold)","₹15,200","15,200",26 Ratings & 1 Reviews,26,�1 ,Storage Geyser25 L2 YEAR WARRANTY COMPRESSIVE 4YEAR WARRANTY ELEMENT 7 YEAR INNER TANK,39% off
"STANDARD 25 L Storage Water Geyser (Ameo, White)","₹7,699","7,699",8 Ratings & 0 Reviews,8,�0 ,"Storage Geyser25 L5 Years on Inner Tank, 2 Years on Product",51% off
Racold 3 L Instant Water Geyser (ALTRO i + With Free Standard Installation & Pipes - Kitchen & Bath Mo...,"₹3,599","3,599",31 Ratings & 4 Reviews,31,�4 ,Instant Geyser3 L5 years on tank ; 2 years on product; 2 years on heating element,42% off
"BAJAJ 6 L Gas Water Geyser (MAJESTY DUETTO, MAJESTY DUETTO)","₹5,939","5,939","3,356 Ratings & 354 Reviews","3,356",�354 ,"Gas Geyser6 LOn-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",18% off
"HAVELLS 25 L Storage Water Geyser (Adonia R Digital 25 Liters With Remote ( WhiteRed), White)","₹15,199","15,199",63 Ratings & 8 Reviews,63,�8 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",32% off
"CSI INTERNATIONAL 1 L Instant Water Geyser (CSI INTERNATIONAL 1 L Instant Water Geyser, Orange, White)","₹1,349","1,349","9,944 Ratings & 859 Reviews","9,944",�859 ,Instant Geyser1 L1 Year,55% off
"HAVELLS 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Adonia Spin, White, Blue)","₹10,999","10,999","2,803 Ratings & 355 Reviews","2,803",�355 ,Storage Geyser25 L7 Year Warranty on Inner Container 4 Year Warranty on Heating Element 2 Year Comprehensive Warranty,50% off
