title,price,wm_price,rating,wm_ratings,wm_reviews,description,discount
"Whirlpool 9.5 kg 5 Star,With Hard water wash Fully Automatic Top Load Washing Machine with In-built He...","₹23,545","23,545","2,082 Ratings & 201 Reviews","2,082",�201 ,740 rpm Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty and 10 Years Warranty on Motor from Whirlpool,31% off
"SAMSUNG 8 kg 5 Star, AI Ecobubble, Wi-Fi, Hygiene Steam,Digital Inverter Fully Automatic Front Load Wa...","₹38,490","38,490","28,129 Ratings & 2,671 Reviews","28,129","�2,671 ","1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",14% off
"IFB 6 kg Steam Wash, Hard Water Wash, Active Color Protection 4 years Comprehensive Warranty Fully Aut...","₹21,990","21,990","12,580 Ratings & 990 Reviews","12,580",�990 ,"800 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",16% off
"Godrej 6 kg 5 Star, AI Tech, Steam Wash Fully Automatic Front Load Washing Machine with In-built Heate...","₹22,790","22,790",225 Ratings & 19 Reviews,225,�19 ,1000 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,40% off
"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹9,890","9,890","18,858 Ratings & 1,340 Reviews","18,858","�1,340 ",1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty and 5 Years Warranty on Motor,27% off
LG 8.5 kg Semi Automatic Top Load Washing Machine Black,"₹16,490","16,490","4,542 Ratings & 351 Reviews","4,542",�351 ,1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor T&C,21% off
"Haier 9 kg Oxyi Dry Technology, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat Mesh Semi A...","₹12,490","12,490","1,864 Ratings & 99 Reviews","1,864",�99 ,1300 rpm Max Speed5 Star Rating3 Years Warranty on product and 5 Years Warranty on Motor,34% off
"Haier 10 kg Toughened Glass, Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, ...","₹15,990","15,990","1,864 Ratings & 99 Reviews","1,864",�99 ,1300 rpm Max Speed5 Star Rating3 Years Warranty on Product and 5 Years Warranty on Wash Motor,31% off
Whirlpool 7.5 kg 5 Star Stainwash Pro Fully Automatic Top Load Washing Machine with In-built Heater Gr...,"₹17,080","17,080","2,392 Ratings & 177 Reviews","2,392",�177 ,740 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor and Prime Mover,32% off
"IFB 9 kg Aqua Conserve Power Dual Steam, Inbuilt Heater 4 years Comprehensive Warranty Fully Automatic...","₹28,790","28,790","19,649 Ratings & 1,590 Reviews","19,649","�1,590 ","720 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",28% off
"LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey","₹29,990","29,990","21,310 Ratings & 1,704 Reviews","21,310","�1,704 ",1200 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,32% off
"IFB 8 kg Powered by AI,5 Star, 4 years Comprehensive Warranty with 2x Steam Cycle Fully Automatic Fron...","₹30,990","30,990","3,363 Ratings & 276 Reviews","3,363",�276 ,"1200 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",23% off
"Godrej 7 kg 5 Star, Zero Pressure Technology Fills Tub 60% Faster, Stainless Steel Gravity Drum Fully ...","₹14,490","14,490","5,089 Ratings & 351 Reviews","5,089",�351 ,720 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,46% off
"BOSCH 8 kg 5 Star with Vario Pulsator, Stain Scrubber & 1360 High RPM Spin Motor Semi Automatic Top Lo...","₹11,990","11,990",69 Ratings & 6 Reviews,69,�6 ,1360 rpm Max Speed2 Years Comprehensive Warranty on Product and 2 Years Warranty on Motor,33% off
"LG 10 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,949","15,949",48 Ratings & 6 Reviews,48,�6 ,1200 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on product and 5 Years Warranty on Motor from LG,27% off
"LG 8 kg 5 Star with Smart Inverter Technology, TurboDrum and Smart Diagnosis Fully Automatic Top Load ...","₹18,990","18,990","64,458 Ratings & 4,827 Reviews","64,458","�4,827 ",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor (T&C),36% off
MOTOROLA 7.5 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black,"₹8,290","8,290","3,756 Ratings & 292 Reviews","3,756",�292 ,1350 rpm Max Speed5 Star Rating2 Year Comprehensive Warranty on Product and 5 Years Warranty on Motor.,40% off
"Voltas Beko 7.5 kg Washer only Maroon, White","₹5,299","5,299",75 Ratings & 4 Reviews,75,�4 ,780 RPM Max Speed1 Year Comprehensive Warranty on Product and 5 Years Warranty Motor,29% off
SAMSUNG 10 kg with Wi-Fi Enabled Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹29,190","29,190",27 Ratings & 2 Reviews,27,�2 ,"700 rpm Max Speed5 Star RatingWith In-Built Heater2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",23% off
"Whirlpool 9 kg 5 Star, Hard Water wash Semi Automatic Top Load Washing Machine Grey","₹13,049","13,049","3,034 Ratings & 270 Reviews","3,034",�270 ,1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty and 10 Years Warranty on Wash Motor and Prime Mover from Whirlpool,24% off
Haier 7 kg Fully Automatic Top Load Washing Machine Grey,"₹16,490","16,490",35 Ratings & 7 Reviews,35,�7 ,800 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,46% off
"Panasonic 6.5 kg Fully Automatic Top Load Washing Machine Black, Grey","₹13,490","13,490","11,376 Ratings & 1,138 Reviews","11,376","�1,138 ",700 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor,42% off
realme TechLife 6.5 kg 5 Star rating Fully Automatic Top Load Washing Machine Grey,"₹10,850","10,850","3,822 Ratings & 414 Reviews","3,822",�414 ,700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years on Motor,34% off
Thomson 8 kg PureWash Fully Automatic Top Load Washing Machine Grey,"₹12,190","12,190","3,216 Ratings & 561 Reviews","3,216",�561 ,840 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,34% off
MarQ by Flipkart 6.5 kg Fully Automatic Top Load Washing Machine Grey,"₹10,890","10,890","1,567 Ratings & 156 Reviews","1,567",�156 ,705 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor from MarQ by Flipkart,31% off
"MarQ by Flipkart 9 kg 5 Star Semi Automatic Top Load Washing Machine White, Grey","₹10,490","10,490","22,177 Ratings & 2,399 Reviews","22,177","�2,399 ",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart,29% off
"Electrolux 9 kg 5 Star EcoInverter, 40C Vapour Wash,UltimateCare 300 Fully Automatic Front Load Washin...","₹34,990","34,990",38 Ratings & 8 Reviews,38,�8 ,1200 rpm Max Speed5 Star Rating2 Years Standard Warranty on Product and 10 Years Warranty on Inverter Motor,53% off
Midea 7 kg 5 Star Fully Automatic Top Load Washing Machine Grey,"₹12,990","12,990","1,625 Ratings & 202 Reviews","1,625",�202 ,680 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years on motor,35% off
"MOTOROLA 7 kg Semi Automatic Top Load Washing Machine White, Purple","₹8,190","8,190","3,756 Ratings & 292 Reviews","3,756",�292 ,1350 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,39% off
"Haier 7 kg Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat ...","₹9,990","9,990","1,864 Ratings & 99 Reviews","1,864",�99 ,"1300 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor & Spin Motor from Haier",32% off
Haier 7 kg Fully Automatic Top Load Washing Machine with In-built Heater Silver,"₹18,900","18,900",35 Ratings & 7 Reviews,35,�7 ,650 RPM Max SpeedWith In-Built Heater1 Years Warranty on Product and 10 Years on Motor,39% off
Godrej 8 kg Semi Automatic Top Load Washing Machine Grey,"₹14,790","14,790",392 Ratings & 36 Reviews,392,�36 ,1440 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej,37% off
"IFB 10 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, with AI Fully Automatic Front...","₹49,990","49,990","81,727 Ratings & 8,238 Reviews","81,727","�8,238 ","1400 RPM Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support",22% off
Voltas Beko by A Tata Product 8 kg 5 star Fully Automatic Front Load Washing Machine with In-built Hea...,"₹24,990","24,990",515 Ratings & 34 Reviews,515,�34 ,1200 rpm Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor,50% off
Godrej 8 kg Tri Roto Scrub Pulsator Semi Automatic Top Load Washing Machine Grey,"₹14,790","14,790",392 Ratings & 36 Reviews,392,�36 ,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years on Wash Motor,35% off
"BOSCH 10 kg Fully Automatic Front Load Washing Machine Black, Grey","₹45,490","45,490","1,087 Ratings & 71 Reviews","1,087",�71 ,1200 RPM Max Speed5 Star Rating3 Years Warranty,26% off
"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, with AI Fully Automatic Front ...","₹44,690","44,690","81,727 Ratings & 8,238 Reviews","81,727","�8,238 ","1400 RPM Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support",25% off
"Whirlpool 7 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹16,790","16,790","14,367 Ratings & 1,056 Reviews","14,367","�1,056 ",740 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on the Product and 10 Years Additional Warranty on Motor & Prime Mover,22% off
"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey","₹36,990","36,990","13,226 Ratings & 1,011 Reviews","13,226","�1,011 ","1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",33% off
"BOSCH 8 kg Fully Automatic Top Load Washing Machine Black, Red","₹23,500","23,500",37 Ratings & 0 Reviews,37,�0 ,680 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor,26% off
"IFB 9 kg with Steam 5 Star AI Powered Eco Inverter with Wi-Fi EnabledOxyjet 9 Swirl Wash, 4 Years Comp...","₹45,690","45,690","1,932 Ratings & 199 Reviews","1,932",�199 ,"1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",25% off
"IFB 9 kg 5 Star AI Powered, 4 years Comprehensive Warranty with 2X Power Steam Fully Automatic Front L...","₹38,540","38,540","81,727 Ratings & 8,238 Reviews","81,727","�8,238 ","1400 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",28% off
ONIDA 8 kg 5 star Hexafin Pulsator Inbuilt Basket 1450 RPM Semi Automatic Top Load Washing Machine Gre...,"₹9,390","9,390","10,142 Ratings & 925 Reviews","10,142",�925 ,"1450 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Warranty on Motor",31% off
"Voltas Beko by A Tata Product 9 kg washing machine with Soft Closing door, Water proof IPX4 protection...","₹12,690","12,690","2,407 Ratings & 191 Reviews","2,407",�191 ,1350 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Wash Motor and Spin Motor,42% off
"SAMSUNG 9 kg 5 star, Eco Bubble Technology with Super Speed, Wi-Fi Enabled , Digital Inverter Motor, D...","₹25,500","25,500",46 Ratings & 4 Reviews,46,�4 ,"700 rpm Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",19% off
"MarQ by Flipkart 10 kg Semi Automatic Top Load Washing Machine Maroon, White","₹10,190","10,190","50,157 Ratings & 5,142 Reviews","50,157","�5,142 ",1350 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Wash Motor,43% off
"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹11,669","11,669",494 Ratings & 29 Reviews,494,�29 ,1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,27% off
"LG 8 kg with Steam,inverter Fully Automatic Front Load Washing Machine with In-built Heater White","₹35,843","35,843","21,310 Ratings & 1,704 Reviews","21,310","�1,704 ",1400 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor T&C,16% off
ONIDA 7.5 kg 5 Star Semi Automatic Top Load Washing Machine Black,"₹8,790","8,790",640 Ratings & 37 Reviews,640,�37 ,"1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor Only",34% off
Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black,"₹7,590","7,590","12,988 Ratings & 1,149 Reviews","12,988","�1,149 ",1400 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,33% off
"Lloyd by Havells 11 kg Swift Dry Technology, 1300 RPM, Soak Function, 4 Wash Programs, Magic Filter, E...","₹15,490","15,490","2,105 Ratings & 163 Reviews","2,105",�163 ,"1300 RPM Max Speed5 Star Rating2 years on product, 5 years on motor",29% off
IFB 8.5/6.5 kg Washer with Dryer Refresher 3-in-1 Laundrimagic Wi-Fi Enabled Inverter with Steam Ready...,"₹55,990","55,990",227 Ratings & 20 Reviews,227,�20 ,"1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Complete Machine warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB",21% off
"LG 7 kg Semi Automatic Top Load Washing Machine Blue, White","₹11,690","11,690",494 Ratings & 29 Reviews,494,�29 ,1350 RPM Max Speed5 Star Rating2 YEARS ON PRODUCT AND ADDITIONAL 3 YEARS ON WASH MOTOR,22% off
"IFB 8 kg Powered by AI, 5 Star, Steam Refresh, 4 years Comprehensive Warranty Fully Automatic Front Lo...","₹36,790","36,790","1,374 Ratings & 103 Reviews","1,374",�103 ,"1400 RPM Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",28% off
IFB 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Brown,"₹29,990","29,990",38 Ratings & 6 Reviews,38,�6 ,720 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty,8% off
Thomson 7.5 kg Six Action Pulsator Fully Automatic Top Load Washing Machine Grey,"₹13,990","13,990",490 Ratings & 67 Reviews,490,�67 ,720 rpm Max Speed2 Years Warranty on Product and 5 Years on Motor,36% off
"MarQ by Flipkart 9 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Grey","₹9,790","9,790","50,157 Ratings & 5,142 Reviews","50,157","�5,142 ",1350 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years Warranty on Motor,45% off
"BOSCH 9/6 kg Washer with Dryer Inverter,1400RPM  Ready to Wear Clothes with In-built Heater Silver","₹54,990","54,990",54 Ratings & 3 Reviews,54,�3 ,"1400 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive on Product , 12 Years on Motor",31% off
"Lloyd by Havells 6.5 kg 1300 RPM, 2 Wash Programs, Magic Filter Semi Automatic Top Load Washing Machin...","₹8,490","8,490","2,105 Ratings & 163 Reviews","2,105",�163 ,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Wash Motor,37% off
ONIDA 6.5 kg 5 Star Bubble Drum Wash Waterfall Technology Fully Automatic Top Load Washing Machine Bla...,"₹11,990","11,990","13,771 Ratings & 1,481 Reviews","13,771","�1,481 ",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Wash Motor from Onida,44% off
"LG 8.5 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Collar Scrubber Semi Automatic T...","₹14,490","14,490","6,677 Ratings & 476 Reviews","6,677",�476 ,1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor T&C,27% off
"SAMSUNG 7 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter,Hygiene Steam Fully Automatic Top Load Washing...","₹22,490","22,490","17,692 Ratings & 1,182 Reviews","17,692","�1,182 ","700 rpm Max Speed5 Star RatingWith In-Built Heater2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",21% off
Haier 8 kg 5 Star washing Machine Fully Automatic Top Load with In-built Heater Grey,"₹23,850","23,850","27,616 Ratings & 2,377 Reviews","27,616","�2,377 ",800 RPM Max Speed5 Star RatingWith In-Built Heater5 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor from Haier,33% off
