air conditioner,,,,,,,
title,price,ac_price,rating,ac_rating,ac_reviews,description,discount
Godrej 1.5 Ton 3 Star Split Inverter Expandable AC  - White,"₹30,790","30,790",127 Ratings & 10 Reviews,127 ,�10 ,Annual Power Usage: 980.37 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32% off
Hitachi Ice Clean Frost Wash Technology 2023 Model 1.5 Ton 3 Star Split Inverter Xpandable plus Ambien...,"₹37,000","37,000","2,523 Ratings & 215 Reviews","2,523 ",�215 ,"Annual Power Usage: 1024.34 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",41% off
LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Vir...,"₹36,990","36,990","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",53% off
MOTOROLA 1.5 Ton 3 Star Split Inverter AC  - White,"₹29,490","29,490",438 Ratings & 53 Reviews,438 ,�53 ,Annual Power Usage: 953.78 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,44% off
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1 Ton 5 Star Split Inverter wi...,"₹40,990","40,990",472 Ratings & 56 Reviews,472 ,�56 ,"Annual Power Usage: 531.41 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",36% off
realme TechLife 2024 Model 1.5 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,"₹65,999","65,999","1,553 Ratings & 173 Reviews","1,553 ",�173 ,Annual Power Usage: 770.08 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
"Haier 5 in 1 Convertible 1.25 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 54 High Ambi...","₹30,990","30,990","1,295 Ratings & 129 Reviews","1,295 ",�129 ,Annual Power Usage: 804.22 W1 Year Warranty on Product and 12 Years Warranty on Compressor,48% off
Lloyd Stellar 6 in 1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter Mood Lighting + Door Open Al...,"₹60,990","60,990",187 Ratings & 19 Reviews,187 ,�19 ,"Annual Power Usage: 752.72 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Component with Including PCB and 10 Years Warranty on Compressor",32% off
Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,"₹47,990","47,990",591 Ratings & 83 Reviews,591 ,�83 ,Annual Power Usage: 1261.37 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35% off
"Blue Star Convertible 5 in 1 Cooling 2023 Model 0.9 Ton 3 Star Split Inverter Multi Sensors, Stabalize...","₹36,400","36,400","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 644.46 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",19% off
ONIDA 1 Ton 3 Star Split Inverter AC  - White,"₹44,990","44,990","7,058 Ratings & 808 Reviews","7,058 ",�808 ,Annual Power Usage: 818.81 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years on Compressor from Onida,N/A
CARRIER 2 Ton 5 Star Split Inverter AC  - White,"₹53,990","53,990",134 Ratings & 8 Reviews,134 ,�8 ,"Annual Power Usage: 920.55 WRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",41% off
Whirlpool 4 in 1 Convertible Cooling 1 Ton 3 Star Split Inverter AC  - White,"₹55,999","55,999","6,024 Ratings & 656 Reviews","6,024 ",�656 ,Annual Power Usage: 690.49 kWhRoom Size: 90 sqft or Below1 year comprehensive+5year on compressor,5% off
IFB AI Convertible 8-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter With Heavy Duty Cooling AC ...,"₹39,990","39,990","6,746 Ratings & 584 Reviews","6,746 ",�584 ,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",44% off
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 4 Star Split Inverter ...,"₹40,490","40,490","24,080 Ratings & 2,439 Reviews","24,080 ","�2,439 ","Annual Power Usage: 876.76 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",31% off
Voltas 2023 Model 1 Ton 3 Star Window AC  - White,"₹27,053","27,053",206 Ratings & 21 Reviews,206 ,�21 ,Annual Power Usage: 749.34 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,24% off
SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,"₹49,500","49,500","3,582 Ratings & 314 Reviews","3,582 ",�314 ,Annual Power Usage: 832.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung,30% off
Daikin 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,"₹42,490","42,490",71 Ratings & 5 Reviews,71 ,�5 ,"Annual Power Usage: 881.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB (Printed Circuit Board) and 10 Years Warranty on Compressor",30% off
Hitachi Iconic wave design 2023 Model 1.5 Ton 3 Star Split Soft dry Silent Air Ambience Light R 32 AC ...,"₹37,499","37,499",321 Ratings & 32 Reviews,321 ,�32 ,Annual Power Usage: 1039.62 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on Compressor,33% off
SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹42,990","42,990",504 Ratings & 59 Reviews,504 ,�59 ,Annual Power Usage: 832.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung,36% off
CARRIER 1 Ton 3 Star Split AC  - White,"₹36,400","36,400","3,738 Ratings & 443 Reviews","3,738 ",�443 ,Annual Power Usage: 0 kWhRoom Size: 90 sqft or Below1 Year on Complete Unit and 5 Years on Compressor,21% off
MOTOROLA 1.5 Ton 3 Star Split Dual Inverter AC  - Silver,"₹24,956","24,956",326 Ratings & 51 Reviews,326 ,�51 ,Annual Power Usage: 1101.4 kWhRoom Size: 111 - 150 sqft1 year on product and 10 years on compressor,46% off
Voltas 2023 Model 1.5 Ton 3 Star Window Inverter AC  - White,"₹34,490","34,490",792 Ratings & 57 Reviews,792 ,�57 ,Annual Power Usage: 1204.98 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter 7 Stage Air Treatmen...","₹45,999","45,999","1,629 Ratings & 128 Reviews","1,629 ",�128 ,"Annual Power Usage: 1005.73 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Outdoor Unit PCB and 10 Years Warranty on Compressor",17% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹33,990","33,990","15,528 Ratings & 785 Reviews","15,528 ",�785 ,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,46% off
MarQ by Flipkart 1.5 Ton 3 Star Window Inverter AC  - White,"₹26,999","26,999",179 Ratings & 24 Reviews,179 ,�24 ,"Annual Power Usage: 1213.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 1 Year Warranty on Wet Cleaning Services and 10 Years Warranty on Compressor",43% off
Godrej 5-in-1 Convertible Cooling 2023 Model 2 Ton 3 Star Split Inverter i-sense Technology with Blue ...,"₹42,490","42,490","1,045 Ratings & 63 Reviews","1,045 ",�63 ,"Annual Power Usage: 1201.27 kWhRoom Size: 151 - 200 sqft10 years warranty on Inverter compressor,5 years warranty on PCB &1 year comprehensive warranty.",30% off
Hitachi Iconic wave design 2023 Model 1.8 Ton 2 Star Split Soft dry Silent Air Ambience Light R 32 AC ...,"₹49,999","49,999",321 Ratings & 32 Reviews,321 ,�32 ,Annual Power Usage: 1310.56 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and  5 Years Warranty on Compressor,25% off
Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4-in-1 Convertible With Intelligent 4 modes and PM 2....,"₹29,990","29,990","2,427 Ratings & 444 Reviews","2,427 ",�444 ,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",37% off
Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Inverter AC  - White,"₹39,247","39,247","2,197 Ratings & 308 Reviews","2,197 ",�308 ,"Annual Power Usage: 1029.65 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 1 Year on Condenser and 10 Years on Compressor from Whirlpool",36% off
MOTOROLA 2 Ton 3 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,"₹36,990","36,990","1,130 Ratings & 174 Reviews","1,130 ",�174 ,Annual Power Usage: 1356.23 kWhRoom Size: 151 - 200 sqft1 year on product and 10 years on compressor,39% off
Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹46,990","46,990",598 Ratings & 73 Reviews,598 ,�73 ,"Annual Power Usage: 774.19 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 9 Years Warranty On Compressor",25% off
Voltas 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,"₹41,820","41,820","5,168 Ratings & 437 Reviews","5,168 ",�437 ,Annual Power Usage: 750.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,44% off
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,"₹35,690","35,690",843 Ratings & 162 Reviews,843 ,�162 ,Annual Power Usage: 1002.76 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,40% off
Panasonic 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹74,999","74,999","2,360 Ratings & 252 Reviews","2,360 ",�252 ,"Annual Power Usage: 1224.96 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty, 4 Years on PCB and 9 Years on Compressor",N/A
Blue Star 1.5 Ton 4 Star Split Inverter AC  - White,"₹40,980","40,980","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 850.74 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",41% off
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,"₹33,490","33,490","10,638 Ratings & 1,409 Reviews","10,638 ","�1,409 ",Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,43% off
Lloyd 0.8 Ton 3 Star Split Inverter AC  - White,"₹29,499","29,499",843 Ratings & 162 Reviews,843 ,�162 ,Annual Power Usage: 585.16 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years on Compressor,29% off
MarQ by Flipkart Convertible 4-in-1 Cooling 1.5 Ton 3 Star Split Inverter AC  - White,"₹51,999","51,999","3,392 Ratings & 430 Reviews","3,392 ",�430 ,Annual Power Usage: 1056.45 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor from MarQ by Flipkart,N/A
Voltas 1.5 Ton 3 Star Window AC  - White,"₹29,825","29,825",468 Ratings & 36 Reviews,468 ,�36 ,Annual Power Usage: 1185.93 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and Additional 4 Years Warranty on Compressor,28% off
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1 Ton 5 Star Split Inverter wi...,"₹59,999","59,999","24,080 Ratings & 2,439 Reviews","24,080 ","�2,439 ","Annual Power Usage: 523.15 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",N/A
IFB AI Convertible 8-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling AC ...,"₹37,490","37,490","1,629 Ratings & 128 Reviews","1,629 ",�128 ,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",43% off
ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,500","37,500","9,074 Ratings & 1,045 Reviews","9,074 ","�1,045 ",Annual Power Usage: 969.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,18% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,500","37,500","1,433 Ratings & 117 Reviews","1,433 ",�117 ,Annual Power Usage: 1052.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,39% off
Admiral 2024 Model 1 Ton 3 Star Split Inverter 4 Way Swing AC  - White,"₹27,490","27,490",49 Ratings & 9 Reviews,49 ,�9 ,Annual Power Usage: 684.78 WRoom Size: 90 sqft or Below3 Years on Product and 10 Years on Compressor,13% off
Voltas 1 Ton 5 Star Split Inverter AC  - White,"₹35,999","35,999",192 Ratings & 16 Reviews,192 ,�16 ,Annual Power Usage: 542.35 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,43% off
Whirlpool Convertible 4-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 6th Sense Technology AC  -...,"₹66,999","66,999","7,396 Ratings & 599 Reviews","7,396 ",�599 ,Annual Power Usage: 515.27 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,4% off
Godrej 5-In-1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter With Heavy Duty Cooling at Extreme ...,"₹37,990","37,990","10,500 Ratings & 772 Reviews","10,500 ",�772 ,"Annual Power Usage: 728.37 WRoom Size: 111 - 150 sqft5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",30% off
"LG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with Ant...","₹74,399","74,399","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 852.44 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",7% off
Haier 2 Ton 3 Star Split Inverter AC  - White,"₹81,990","81,990","2,879 Ratings & 341 Reviews","2,879 ",�341 ,Annual Power Usage: 980 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 12 Years on Compressor From Haier,N/A
Daikin 0.8 Ton 3 Star Split AC  - White,"₹25,990","25,990","13,571 Ratings & 1,019 Reviews","13,571 ","�1,019 ",Annual Power Usage: 574.39 WRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,31% off
Lloyd 2023 Model 1.2 Ton 3 Star Split Inverter AC  - White,"₹33,900","33,900","8,657 Ratings & 1,179 Reviews","8,657 ","�1,179 ",Annual Power Usage: 854.42 kWhRoom Size: 91 - 110 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,38% off
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,"₹35,599","35,599",703 Ratings & 97 Reviews,703 ,�97 ,Annual Power Usage: 5800 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd,39% off
"Midea 2023 Model 1 Ton 3 Star Split Inverter HD Filter with 2 Way Air Directional Control, Auto Cleans...","₹59,999","59,999",763 Ratings & 100 Reviews,763 ,�100 ,Annual Power Usage: 704.46 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
Lloyd 2023 Model 1.2 Ton 5 Star Split Inverter AC  - White,"₹61,999","61,999","8,657 Ratings & 1,179 Reviews","8,657 ","�1,179 ",Annual Power Usage: 635.62 kWhRoom Size: 91 - 110 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,1% off
"LG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti...","₹49,000","49,000","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 818.81 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging",35% off
Blue Star 1.5 Ton 3 Star Window AC  - White,"₹29,280","29,280",95 Ratings & 2 Reviews,95 ,�2 ,"Annual Power Usage: 1180.51 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on Compressor",25% off
"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 2 Ton 3 Star Split Inverter Smart Ready, 7 Stage A...","₹57,890","57,890","6,746 Ratings & 584 Reviews","6,746 ",�584 ,"Annual Power Usage: 1248.28 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 4 Years Super Warranty (T&C Apply), 5 Years Warranty on ODU PCB and 10 Years Warranty on Compressor from IFB",17% off
MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  ...,"₹30,990","30,990","14,702 Ratings & 1,547 Reviews","14,702 ","�1,547 ",Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,48% off
"Hitachi 3400FXL 2023 Model 1 Ton 3 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with ...","₹36,500","36,500","3,577 Ratings & 324 Reviews","3,577 ",�324 ,Annual Power Usage: 669.16 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,32% off
LG 1.5 Ton 5 Star Split Inverter AC  - White,"₹42,990","42,990","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 685.26 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",34% off
Daikin 1 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,"₹42,000","42,000",639 Ratings & 65 Reviews,639 ,�65 ,"Annual Power Usage: 680.4 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",16% off
Godrej 5-In-1 Convertible Cooling 1.5 Ton 3 Star Split Inverter Anti-Leak AC  - White,"₹33,999","33,999","3,895 Ratings & 302 Reviews","3,895 ",�302 ,"Annual Power Usage: 980.37 kWhRoom Size: 111 - 150 sqft10 years warranty on Inverter compressor,5 years warranty on PCB &1 year comprehensive warranty.",30% off
Voltas 2023 Model 1 Ton 3 Star Split Inverter AC  - White,"₹34,666","34,666","24,734 Ratings & 2,025 Reviews","24,734 ","�2,025 ",Annual Power Usage: 672.93 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,41% off
Voltas 2 Ton 3 Star Split Inverter AC  - White,"₹46,100","46,100",192 Ratings & 16 Reviews,192 ,�16 ,Annual Power Usage: 1220.59 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,42% off
"LG AI Convertible 6-in-1 Cooling 2024 Model 1 Ton 3 Star Split Dual Inverter Viraat Mode, Super Silent...","₹34,790","34,790","4,333 Ratings & 342 Reviews","4,333 ",�342 ,"Annual Power Usage: 650.52 WRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB, and 10 Years Warranty on Compressor",48% off
"Haier Heavy Duty Turbo Cool Plus 2023 Model 1.6 Ton 3 Star Split Powerful cooling, Anti-bacterial filt...","₹38,200","38,200","1,538 Ratings & 185 Reviews","1,538 ",�185 ,Annual Power Usage: 1350 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty and 6 Years on Compressor,42% off
